stop_id;station;typeNP;typePP;N_CA_Park_f;N_CA_Park_p;N_CA_Park_Tot;N_CA_Park_occ;N_AT_Park_occ;N_AT_Park_f;N_AT_Park_p;N_AT_Park_Tot;N_BTM_freq;N_BTM_rout;N_TR_freq_tue;N_TR_freq_sat;N_TR_freq_off;N_TR_amp;N_TR_ttcentr;N_TR_trcentr;P_DE_res;P_DE_job;P_DE_bas;P_DE_reg;P_DE_met;P_DI_shan;P_DI_IJI;P_DG_IC;P_DG_perm;P_DG_netw;PP_MOT_sec;PP_MOT_tert;PP_MOT_work;PP_MOT_other;PP_RID_orig;PP_RID_rid;PP_RID_dest;PP_EFF_walk;PP_EFF_bike;PP_EFF_far
8821196;Antwerpen-Zuid;2;6;328;0;328;262,4;157;212;0;212;1739;13;169;100;10;0,587777778;7,459536623;3,851063834;22173;8862,824561;226,811595;220,7111526;193,1640624;6,054930124;86,8413;513;455;6756;;;;;0,422797044;0,385099668;0,577202956;;;
8892734;Anzegem;1;1;83;0;83;36;35;96;0;96;43;2;43;0;2;0,465048225;5,964613599;4,851063832;1330;750,0092561;80,6285155;57,92533176;6,608024827;3,023097826;60,9468;168;128;1216;0;0;0,02540967;0,040604625;0,933985705;0,027799127;0,066014295;0,112727273;0,505454545;0,381818182
8895745;Appelterre;1;5;58;0;58;67;16;42;0;42;0;0;51;31;2;0,593113908;6,313118746;4,744680851;2023;105,3905964;68,90348309;50,16326807;26,61732272;3,707298137;51,4885;128;105;1482;0;0;0,002452188;0,033263307;0,964284505;0,032214282;0,035715495;0,547770701;0,27388535;0,178343949
8814472;Arcaden;3;1;;0;;;;0;0;0;1036;2;28;0;2;0,295664063;9,154779327;5,382978726;23938;9642,976181;232,558609;223,2504547;186,406513;8,594720497;;760;589;3392;;;;;;;;;;
8812070;Asse;2;2;127;8;135;110,4;144;197;0;197;330;10;69;32;4;0,579290123;8,250154069;5,276595746;6236;3427,042863;168,7955567;151,7582406;65,84261318;5,98117236;72,3052;509;416;4353;0,021224015;0,016155593;0,087794996;0,053149101;0,821676295;0,166467712;0,178323705;0,231078905;0,429951691;0,338969404
8822160;Baasrode-Zuid;1;2;12;0;12;22;59;114;0;114;0;0;42;0;2;0,615788966;6,75370305;3,563829789;1066;264,8834146;66,80306071;99,68526313;95,7452928;2,502911491;71,1285;123;110;1077;0;0;0,03870502;0,048795917;0,912499062;0,024528641;0,087500938;0,29787234;0,609929078;0,092198582
8895257;Balegem-Dorp;4;1;60;0;60;39;72;215;0;215;0;0;44;32;2;0,56562934;5,800886861;1,90425532;2028;145,7559829;104,0609109;64,09135502;7,131558001;3,617041925;61,6756;160;124;1715;0;0;0,00821464;0,026853144;0,964932215;0,044315079;0,035067785;0,015184382;0,548806941;0,436008677
8895240;Balegem-Zuid;1;1;36;0;36;39;27;64;0;64;0;0;44;0;2;0,571914062;5,542431108;1,90425532;745;75,53869103;38,00597218;52,64773;23,27503689;1,329580745;67,0117;66;67;641;0;0;0,010691907;0,03043109;0,958877004;0,024528641;0,041122996;0;0,583333333;0,416666667
8832045;Balen;4;2;83;0;83;66,4;112;140;0;140;58;2;34;30;2;0,478402778;3,437689263;0,10638298;4157;876,9220372;185,6081849;152,5350151;101,2849821;5,487189441;60,4134;355;251;3788;0;0;0,025913741;0,11762862;0,856457639;0,037610583;0,143542361;0,204506066;0,336221837;0,459272097
8895463;Bambrugge;4;5;15;0;15;1;1;14;0;14;0;0;14;0;0;0,271991223;6,853064023;0;2139;143,2639608;138,7593155;79,22965701;20,38001539;3,300659938;61,6739;232;178;2293;0;0;0;0,011113595;0,988886405;0,002452864;0,011113595;0,609375;0,34375;0,046875
8891124;Beernem;1;1;119;0;119;132;259;448;0;448;37;3;51;36;2;0,662415123;7,144235007;6,276595743;2827;850,863581;120,0446229;86,35226905;56,04780902;6,992430124;75,0223;283;267;2551;0,034390396;0;0,07438878;0,05298822;0,838232604;0,118228051;0,161767396;0,181438999;0,331595412;0,486965589
